"","price","vehicleType","gearbox","powerPS","kilometer","fuelType","age"
"148199",1700,"compact","manuell",58,70000,"benzin",15
"148200",21999,"suv","automatik",272,125000,"benzin",9
"148207",3449,"coupe","manuell",204,50000,"benzin",25
"148211",4150,"cabrio","manuell",110,150000,"benzin",16
"148213",4200,"compact","manuell",101,150000,"benzin",11
"148218",7980,"cabrio","automatik",71,60000,"benzin",7
"148219",1399,"compact","manuell",72,125000,"benzin",13
"148222",900,"compact","manuell",68,150000,"diesel",15
"148231",777,"compact","manuell",60,150000,"benzin",19
"148233",550,"compact","manuell",45,150000,"benzin",21
"148244",19400,"compact","manuell",136,20000,"benzin",2
"148247",1999,"compact","automatik",61,150000,"benzin",12
"148261",590,"compact","manuell",60,150000,"benzin",17
"148262",5499,"compact","manuell",69,60000,"benzin",7
"148267",6250,"coupe","automatik",193,150000,"benzin",17
"148269",500,"cabrio","manuell",75,150000,"benzin",21
"148270",9500,"cabrio","manuell",163,80000,"benzin",14
"148271",7250,"coupe","manuell",116,70000,"benzin",8
"148272",5500,"compact","manuell",58,30000,"benzin",11
"148274",3200,"compact","manuell",69,50000,"benzin",13
"148276",3990,"compact","manuell",68,60000,"benzin",7
"148279",47800,"cabrio","automatik",612,150000,"benzin",12
"148281",7001,"coupe","automatik",279,150000,"benzin",17
"148288",24500,"suv","manuell",150,80000,"diesel",4
"148301",23500,"coupe","automatik",377,150000,"benzin",8
"148310",19750,"cabrio","automatik",272,70000,"benzin",10
"148311",11000,"cabrio","automatik",140,40000,"benzin",9
"148314",4900,"compact","manuell",73,20000,"benzin",8
"148316",1350,"coupe","manuell",88,150000,"diesel",14
"148322",22900,"cabrio","manuell",170,80000,"diesel",5
"148325",9500,"cabrio","automatik",170,150000,"benzin",12
"148328",1777,"compact","manuell",43,100000,"benzin",25
"148329",5200,"cabrio","manuell",163,150000,"benzin",16
"148331",4250,"cabrio","manuell",75,125000,"benzin",17
"148333",5500,"compact","manuell",86,125000,"diesel",8
"148334",1350,"cabrio","automatik",54,150000,"benzin",17
"148337",6500,"cabrio","automatik",204,150000,"benzin",32
"148340",5500,"coupe","manuell",108,150000,"diesel",9
"148341",950,"compact","manuell",60,125000,"benzin",19
"148354",6450,"compact","manuell",60,80000,"benzin",7
"148355",2950,"compact","automatik",83,80000,"benzin",15
"148363",12500,"cabrio","automatik",306,150000,"benzin",18
"148365",1499,"compact","manuell",75,150000,"benzin",15
"148372",6500,"cabrio","manuell",143,150000,"benzin",12
"148373",800,"compact","manuell",75,150000,"benzin",18
"148374",2490,"suv","manuell",116,125000,"diesel",19
"148375",6700,"cabrio","manuell",150,150000,"diesel",10
"148386",22800,"cabrio","automatik",344,60000,"benzin",11
"148389",22750,"coupe","automatik",272,80000,"benzin",9
"148390",6200,"compact","manuell",86,90000,"benzin",6
"148392",3500,"cabrio","manuell",193,150000,"benzin",19
"148394",600,"compact","manuell",60,80000,"benzin",12
"148396",1599,"compact","manuell",58,150000,"benzin",15
"148406",1650,"compact","manuell",80,150000,"benzin",14
"148410",17490,"suv","manuell",163,20000,"diesel",4
"148411",750,"coupe","manuell",116,150000,"benzin",23
"148413",1499,"suv","automatik",212,150000,"benzin",20
"148415",2590,"compact","automatik",80,150000,"benzin",13
"148418",3950,"compact","manuell",58,60000,"benzin",8
"148422",5400,"compact","manuell",80,50000,"benzin",10
"148425",1099,"compact","manuell",45,125000,"benzin",23
"148426",3300,"coupe","manuell",179,125000,"benzin",23
"148428",5250,"compact","manuell",150,150000,"diesel",15
"148433",9999,"compact","automatik",179,100000,"benzin",6
"148435",4500,"compact","manuell",73,150000,"benzin",7
"148436",21500,"suv","automatik",140,20000,"benzin",2
"148440",950,"cabrio","manuell",92,150000,"benzin",24
"148443",49800,"cabrio","automatik",387,50000,"benzin",7
"148446",3650,"compact","manuell",60,90000,"benzin",11
"148453",1650,"compact","manuell",60,150000,"benzin",13
"148457",12100,"cabrio","automatik",231,150000,"benzin",10
"148474",2699,"cabrio","manuell",113,90000,"benzin",13
"148484",10900,"coupe","automatik",179,150000,"benzin",38
"148489",600,"compact","manuell",58,150000,"benzin",18
"148492",4499,"compact","manuell",177,125000,"benzin",13
"148493",1550,"compact","manuell",90,150000,"diesel",18
"148495",4599,"compact","automatik",71,60000,"benzin",9
"148497",7200,"cabrio","manuell",185,100000,"benzin",14
"148498",4250,"compact","manuell",58,70000,"benzin",9
"148503",19000,"compact","automatik",184,50000,"benzin",4
"148505",1300,"coupe","manuell",170,150000,"benzin",18
"148507",1950,"cabrio","manuell",90,150000,"benzin",19
"148509",5499,"compact","manuell",87,60000,"benzin",10
"148514",3300,"compact","manuell",60,100000,"benzin",8
"148519",1500,"coupe","automatik",136,150000,"benzin",19
"148520",2900,"coupe","automatik",163,150000,"benzin",16
"148522",2200,"compact","manuell",68,150000,"diesel",13
"148531",11750,"cabrio","manuell",163,125000,"benzin",10
"148541",8500,"cabrio","automatik",81,70000,"benzin",12
"148558",2600,"compact","manuell",52,50000,"benzin",11
"148565",25900,"cabrio","manuell",239,50000,"benzin",10
"148569",6450,"compact","automatik",98,90000,"benzin",7
"148572",7490,"compact","manuell",90,90000,"diesel",9
"148590",4200,"cabrio","automatik",193,150000,"benzin",17
"148595",2099,"compact","manuell",60,150000,"benzin",13
"148600",1200,"compact","manuell",50,150000,"benzin",18
"148601",1300,"compact","manuell",53,150000,"benzin",14
"148602",3200,"coupe","manuell",147,150000,"benzin",15
"148608",1200,"compact","manuell",44,100000,"benzin",21
"148609",2890,"compact","manuell",75,150000,"benzin",13
"148610",4500,"cabrio","manuell",90,100000,"benzin",38
"148614",6950,"compact","automatik",54,70000,"diesel",4
"148615",3000,"compact","automatik",75,125000,"benzin",14
"148621",7995,"compact","automatik",97,30000,"benzin",8
"148624",7800,"compact","manuell",170,125000,"benzin",11
"148628",5490,"compact","manuell",80,125000,"benzin",9
"148637",500,"compact","manuell",54,150000,"benzin",17
"148641",26650,"suv","manuell",163,90000,"diesel",4
"148643",250,"compact","manuell",75,150000,"benzin",20
"148661",2350,"compact","manuell",58,90000,"benzin",14
"148667",9350,"coupe","manuell",140,150000,"diesel",9
"148680",1300,"compact","manuell",75,150000,"benzin",23
"148693",800,"compact","manuell",60,150000,"benzin",19
"148694",8500,"suv","automatik",163,150000,"diesel",13
"148695",999,"cabrio","manuell",90,150000,"benzin",20
"148697",499,"compact","manuell",73,125000,"benzin",19
"148701",500,"compact","manuell",50,150000,"benzin",20
"148705",4900,"compact","manuell",60,80000,"benzin",8
"148712",6950,"compact","manuell",86,50000,"benzin",7
"148715",2790,"compact","manuell",103,150000,"benzin",13
"148720",4400,"compact","manuell",92,100000,"benzin",8
"148722",11500,"compact","manuell",192,90000,"benzin",10
"148735",11900,"cabrio","manuell",156,40000,"benzin",6
"148740",34911,"coupe","manuell",300,100000,"benzin",18
"148742",1500,"compact","manuell",75,150000,"benzin",18
"148747",6900,"suv","manuell",170,150000,"benzin",7
"148750",23499,"coupe","automatik",204,100000,"diesel",5
"148757",950,"compact","manuell",58,125000,"benzin",17
"148759",999,"compact","manuell",60,150000,"benzin",16
"148761",500,"compact","manuell",60,150000,"benzin",21
"148766",799,"compact","manuell",60,125000,"benzin",14
"148768",21900,"cabrio","manuell",204,50000,"benzin",6
"148769",1190,"compact","manuell",58,150000,"benzin",15
"148773",21999,"coupe","automatik",211,90000,"benzin",7
"148776",16900,"compact","automatik",184,50000,"benzin",5
"148780",650,"compact","manuell",74,150000,"benzin",26
"148781",1631,"cabrio","automatik",41,150000,"diesel",13
"148790",3700,"compact","manuell",80,125000,"benzin",11
"148803",9450,"suv","automatik",245,125000,"benzin",11
"148813",10200,"suv","manuell",107,70000,"diesel",6
"148820",21500,"cabrio","manuell",184,50000,"benzin",4
"148827",3400,"compact","manuell",95,125000,"benzin",10
"148830",16900,"cabrio","automatik",220,150000,"benzin",24
"148837",4200,"cabrio","manuell",135,125000,"benzin",11
"148840",9150,"compact","manuell",69,40000,"benzin",4
"148845",800,"compact","manuell",54,125000,"benzin",19
"148857",1399,"compact","manuell",60,150000,"benzin",16
"148864",2000,"compact","manuell",60,100000,"benzin",19
"148866",4100,"compact","manuell",60,90000,"benzin",8
"148871",35998,"coupe","manuell",250,100000,"benzin",8
"148875",19900,"cabrio","automatik",211,60000,"benzin",6
"148877",1750,"coupe","manuell",102,150000,"benzin",18
"148878",7400,"compact","manuell",155,150000,"benzin",9
"148884",450,"compact","manuell",65,150000,"benzin",17
"148886",21990,"suv","automatik",500,150000,"benzin",10
"148887",12250,"suv","manuell",105,30000,"benzin",4
"148891",7500,"cabrio","automatik",170,125000,"benzin",17
"148896",4500,"coupe","manuell",200,150000,"benzin",14
"148899",1200,"compact","manuell",86,150000,"benzin",19
"148902",5200,"compact","manuell",76,50000,"benzin",7
"148904",21900,"coupe","manuell",179,90000,"benzin",7
"148909",1800,"coupe","manuell",95,150000,"benzin",25
"148912",500,"compact","manuell",75,125000,"benzin",23
"148920",800,"compact","manuell",45,100000,"benzin",22
"148924",1000,"compact","manuell",110,150000,"benzin",13
"148926",799,"compact","automatik",58,150000,"benzin",17
"148927",9700,"coupe","manuell",160,80000,"benzin",8
"148944",8990,"suv","manuell",141,100000,"benzin",6
"148946",22000,"cabrio","automatik",122,10000,"benzin",4
"148947",1200,"compact","manuell",101,150000,"benzin",16
"148949",4900,"compact","manuell",75,100000,"diesel",13
"148955",899,"compact","manuell",75,150000,"benzin",23
"148958",2999,"compact","manuell",75,125000,"benzin",12
"148960",4100,"compact","manuell",80,150000,"diesel",11
"148967",8490,"compact","manuell",95,80000,"diesel",4
"148983",1450,"compact","manuell",88,100000,"benzin",18
"148984",7699,"compact","manuell",75,150000,"diesel",8
"148987",950,"compact","manuell",75,150000,"benzin",18
"148989",7800,"compact","manuell",95,50000,"benzin",7
"148997",1500,"compact","manuell",54,150000,"benzin",15
"149004",3850,"compact","automatik",71,100000,"benzin",9
"149005",6890,"compact","manuell",77,40000,"benzin",5
"149006",32990,"coupe","automatik",245,150000,"diesel",6
"149009",3800,"cabrio","manuell",140,150000,"benzin",18
"149010",9500,"suv","manuell",115,100000,"benzin",8
"149015",1200,"cabrio","manuell",90,150000,"benzin",23
"149017",8490,"compact","manuell",143,150000,"diesel",7
"149022",5450,"compact","manuell",80,100000,"diesel",11
"149027",5500,"compact","manuell",102,90000,"benzin",10
"149032",19750,"cabrio","manuell",188,40000,"benzin",6
"149034",14300,"cabrio","automatik",231,80000,"benzin",11
"149037",12500,"suv","automatik",218,150000,"diesel",13
"149038",3300,"compact","manuell",75,90000,"benzin",15
"149047",850,"compact","manuell",60,150000,"benzin",18
"149048",4800,"compact","manuell",60,80000,"benzin",42
"149060",2100,"compact","manuell",76,80000,"benzin",13
"149061",6800,"compact","manuell",102,125000,"benzin",9
"149064",12990,"compact","manuell",122,80000,"benzin",6
"149065",29900,"cabrio","automatik",170,70000,"diesel",5
"149072",9299,"cabrio","manuell",150,125000,"benzin",10
"149078",27950,"suv","automatik",231,150000,"diesel",7
"149080",1500,"compact","manuell",95,150000,"benzin",12
"149081",3450,"compact","automatik",45,150000,"diesel",9
"149085",4500,"coupe","manuell",90,10000,"benzin",14
"149093",500,"cabrio","manuell",75,150000,"benzin",23
"149094",1650,"cabrio","manuell",90,150000,"benzin",22
"149101",1150,"compact","manuell",60,125000,"benzin",15
"149106",7950,"cabrio","manuell",126,60000,"benzin",10
"149110",123,"compact","manuell",75,10000,"benzin",2
"149114",48700,"cabrio","automatik",218,125000,"benzin",31
"149120",20490,"suv","manuell",211,60000,"benzin",5
"149123",2500,"cabrio","manuell",75,150000,"benzin",32
"149128",2000,"compact","manuell",75,150000,"benzin",12
"149134",647,"compact","manuell",75,70000,"benzin",20
"149136",500,"compact","manuell",75,150000,"benzin",23
"149138",1600,"compact","manuell",55,125000,"benzin",22
"149149",3499,"compact","manuell",76,125000,"benzin",8
"149150",2350,"compact","manuell",75,125000,"benzin",11
"149153",3450,"compact","manuell",68,125000,"diesel",12
"149163",12989,"suv","automatik",152,150000,"diesel",8
"149172",5999,"compact","manuell",82,70000,"benzin",8
"149196",2990,"suv","manuell",99,125000,"benzin",12
"149201",4390,"coupe","automatik",163,150000,"benzin",16
"149204",2650,"compact","manuell",80,150000,"benzin",12
"149208",7500,"compact","manuell",65,20000,"benzin",8
"149219",1999,"compact","automatik",100,150000,"benzin",17
"149225",1990,"compact","manuell",50,125000,"benzin",18
"149230",15990,"cabrio","manuell",105,20000,"benzin",4
"149231",25000,"cabrio","manuell",101,150000,"benzin",49
"149237",999,"coupe","manuell",102,150000,"benzin",21
"149238",14800,"coupe","manuell",160,150000,"benzin",7
"149246",3400,"suv","automatik",173,150000,"benzin",14
"149248",14800,"suv","manuell",200,125000,"benzin",8
"149250",3400,"compact","manuell",75,125000,"benzin",11
"149254",5999,"cabrio","automatik",71,40000,"benzin",8
"149267",4300,"compact","manuell",109,150000,"diesel",12
"149268",5000,"compact","manuell",69,60000,"benzin",6
"149270",950,"compact","manuell",60,150000,"benzin",17
"149271",1100,"compact","manuell",63,150000,"benzin",13
"149273",3800,"compact","manuell",101,125000,"benzin",12
"149277",4999,"compact","manuell",60,50000,"benzin",7
"149283",1800,"compact","manuell",75,150000,"diesel",13
"149287",13000,"compact","automatik",117,50000,"benzin",5
"149289",4800,"suv","automatik",156,150000,"benzin",20
"149295",1499,"compact","manuell",95,150000,"benzin",14
"149306",4200,"compact","manuell",75,150000,"benzin",16
"149309",3290,"compact","manuell",90,90000,"benzin",11
"149316",13999,"cabrio","manuell",150,90000,"diesel",11
"149321",200,"compact","manuell",75,150000,"benzin",23
"149324",4600,"coupe","manuell",150,150000,"diesel",11
"149325",5500,"compact","manuell",68,70000,"benzin",6
"149326",11000,"compact","manuell",105,60000,"benzin",7
"149330",1999,"compact","manuell",75,150000,"benzin",13
"149339",12900,"suv","automatik",224,150000,"diesel",11
"149345",8299,"compact","manuell",75,90000,"benzin",12
"149348",1900,"cabrio","automatik",54,150000,"benzin",16
"149350",1300,"compact","manuell",54,150000,"benzin",14
"149356",3550,"compact","manuell",65,90000,"benzin",10
"149357",2250,"coupe","manuell",105,150000,"benzin",17
"149362",2699,"compact","manuell",75,150000,"benzin",15
"149374",1999,"cabrio","manuell",116,150000,"benzin",26
"149377",23000,"compact","manuell",192,10000,"benzin",2
"149384",3000,"compact","manuell",109,90000,"diesel",11
"149386",7200,"cabrio","manuell",113,150000,"benzin",24
"149396",4400,"compact","manuell",68,70000,"benzin",5
"149399",1250,"coupe","manuell",102,150000,"benzin",18
"149402",1700,"compact","manuell",68,150000,"benzin",15
"149405",24990,"suv","manuell",120,10000,"diesel",2
"149407",12995,"suv","manuell",177,150000,"diesel",11
"149417",900,"compact","manuell",58,150000,"benzin",15
"149421",11500,"cabrio","automatik",170,100000,"benzin",12
"149422",5490,"compact","automatik",71,50000,"benzin",9
"149429",1200,"compact","manuell",87,150000,"benzin",14
"149435",14990,"coupe","manuell",278,150000,"diesel",8
"149436",10500,"cabrio","manuell",192,150000,"benzin",14
"149438",4200,"compact","manuell",68,150000,"diesel",8
"149439",10790,"compact","manuell",90,70000,"diesel",5
"149441",3500,"cabrio","manuell",125,125000,"benzin",12
"149442",3900,"compact","manuell",54,70000,"benzin",11
"149447",5900,"compact","manuell",120,125000,"benzin",9
"149448",1790,"compact","manuell",67,80000,"benzin",11
"149457",3900,"coupe","automatik",163,150000,"benzin",16
"149465",2499,"compact","automatik",61,100000,"benzin",12
"149469",2200,"compact","manuell",64,150000,"benzin",14
"149476",4450,"suv","automatik",150,100000,"diesel",14
"149478",1700,"compact","automatik",55,150000,"benzin",17
"149479",10999,"cabrio","manuell",170,60000,"benzin",13
"149482",2000,"cabrio","manuell",90,150000,"benzin",22
"149484",8900,"suv","manuell",175,150000,"diesel",12
"149485",17900,"coupe","manuell",160,50000,"benzin",53
"149496",5850,"compact","manuell",69,70000,"benzin",7
"149499",2299,"compact","manuell",75,100000,"benzin",14
"149500",900,"compact","manuell",60,150000,"benzin",20
"149514",1850,"compact","manuell",60,150000,"benzin",15
"149518",8950,"compact","manuell",69,70000,"benzin",5
"149522",8490,"cabrio","manuell",105,70000,"benzin",9
"149528",3000,"coupe","manuell",150,150000,"benzin",18
"149529",899,"compact","manuell",54,125000,"benzin",19
"149534",2599,"compact","manuell",80,100000,"benzin",12
"149537",949,"compact","manuell",60,100000,"benzin",18
"149555",1099,"compact","manuell",50,150000,"benzin",19
"149556",6450,"cabrio","manuell",170,150000,"benzin",15
"149560",5800,"suv","manuell",163,150000,"diesel",11
"149563",14990,"cabrio","automatik",231,125000,"benzin",19
"149566",11800,"suv","manuell",250,125000,"benzin",12
"149569",2475,"compact","manuell",65,125000,"benzin",13
"149570",999,"compact","manuell",60,150000,"benzin",24
"149574",3500,"compact","manuell",95,100000,"benzin",11
"149577",30100,"suv","automatik",185,10000,"diesel",2
"149581",23900,"coupe","automatik",224,150000,"diesel",7
"149590",27990,"suv","automatik",150,100000,"diesel",5
"149595",13900,"suv","manuell",140,100000,"diesel",9
"149602",6400,"compact","automatik",71,60000,"benzin",6
"149607",17800,"suv","automatik",170,150000,"diesel",6
"149609",1990,"compact","manuell",60,125000,"benzin",17
"149613",4550,"cabrio","manuell",147,125000,"benzin",14
"149614",26500,"coupe","automatik",170,50000,"diesel",4
"149619",23999,"suv","automatik",204,150000,"diesel",6
"149621",20900,"cabrio","automatik",344,90000,"benzin",11
"149625",1650,"compact","manuell",82,150000,"benzin",16
"149629",1700,"compact","manuell",80,150000,"diesel",12
"149634",2400,"cabrio","manuell",129,125000,"benzin",25
"149637",1500,"compact","manuell",60,150000,"benzin",17
"149645",1999,"compact","manuell",50,150000,"benzin",13
"149647",6980,"compact","manuell",101,30000,"benzin",9
"149651",62750,"coupe","automatik",487,10000,"benzin",4
"149656",1500,"compact","manuell",88,150000,"benzin",13
"149665",1600,"coupe","automatik",45,150000,"benzin",18
"149666",18000,"suv","manuell",140,30000,"diesel",3
"149673",1890,"compact","manuell",60,125000,"benzin",16
"149674",100,"compact","manuell",60,150000,"benzin",20
"149676",10750,"cabrio","manuell",179,80000,"benzin",10
"149682",5900,"compact","manuell",69,90000,"benzin",9
"149684",2222,"coupe","manuell",136,150000,"benzin",19
"149685",5500,"coupe","manuell",170,150000,"benzin",18
"149692",27987,"coupe","manuell",295,80000,"benzin",11
"149694",1200,"compact","manuell",54,100000,"benzin",18
"149695",10999,"cabrio","manuell",116,80000,"benzin",9
"149697",21500,"suv","manuell",163,30000,"diesel",3
"149698",21890,"cabrio","manuell",131,5000,"benzin",2
"149699",2850,"coupe","manuell",90,100000,"diesel",12
"149704",5990,"compact","manuell",69,20000,"benzin",3
"149709",1299,"cabrio","manuell",116,150000,"benzin",17
"149716",3300,"compact","manuell",68,150000,"diesel",11
"149719",3600,"cabrio","manuell",110,150000,"benzin",18
"149726",1950,"compact","manuell",45,70000,"benzin",29
"149732",2250,"cabrio","manuell",150,150000,"benzin",21
"149737",200,"compact","manuell",60,150000,"benzin",17
"149739",8299,"compact","manuell",241,150000,"benzin",15
"149742",2690,"compact","manuell",98,125000,"benzin",15
"149747",2600,"compact","manuell",80,150000,"benzin",13
"149751",30500,"cabrio","automatik",231,70000,"diesel",6
"149757",1780,"compact","manuell",75,150000,"benzin",17
"149758",3450,"compact","manuell",125,150000,"benzin",18
"149760",11250,"coupe","manuell",60,50000,"benzin",46
"149761",1900,"coupe","automatik",220,150000,"benzin",25
"149763",21900,"cabrio","automatik",306,30000,"benzin",6
"149767",2500,"compact","manuell",72,90000,"benzin",10
"149768",3200,"suv","manuell",139,150000,"benzin",17
"149769",3000,"cabrio","manuell",95,80000,"benzin",14
"149770",3950,"cabrio","automatik",163,150000,"benzin",17
"149775",1000,"compact","manuell",75,150000,"benzin",18
"149777",10500,"compact","manuell",87,20000,"benzin",4
"149779",4500,"suv","manuell",82,100000,"benzin",32
"149781",550,"compact","manuell",45,150000,"benzin",22
"149785",12500,"cabrio","automatik",239,150000,"benzin",25
"149794",5950,"coupe","automatik",136,150000,"benzin",21
"149797",499,"compact","manuell",55,5000,"benzin",27
"149799",700,"compact","manuell",54,150000,"benzin",17
"149806",19580,"cabrio","manuell",250,90000,"benzin",9
"149808",6900,"compact","manuell",75,80000,"benzin",5
"149811",13999,"coupe","manuell",213,60000,"benzin",5
"149816",5900,"compact","manuell",60,70000,"benzin",7
"149820",10950,"cabrio","manuell",120,80000,"benzin",7
"149826",4490,"compact","automatik",68,70000,"benzin",8
"149827",11400,"compact","manuell",95,20000,"diesel",3
"149831",650,"compact","manuell",55,150000,"benzin",24
"149854",3900,"coupe","manuell",125,80000,"benzin",16
"149855",4480,"compact","manuell",60,40000,"benzin",10
"149860",23000,"coupe","automatik",306,80000,"benzin",9
"149863",500,"compact","manuell",60,150000,"benzin",17
"149864",1600,"compact","manuell",58,150000,"benzin",12
"149870",1200,"compact","manuell",58,125000,"benzin",13
"149886",2950,"cabrio","manuell",110,150000,"benzin",19
"149889",25990,"coupe","manuell",211,20000,"benzin",4
"149892",12000,"cabrio","automatik",197,100000,"benzin",14
"149894",1490,"coupe","manuell",102,150000,"benzin",23
"149896",1990,"compact","manuell",60,150000,"benzin",11
"149897",800,"compact","manuell",72,150000,"benzin",18
"149903",6450,"suv","automatik",218,150000,"benzin",19
"149907",3900,"compact","manuell",110,150000,"diesel",11
"149910",1797,"compact","automatik",61,150000,"benzin",16
"149913",3450,"coupe","manuell",163,150000,"benzin",15
"149915",7999,"cabrio","manuell",150,150000,"benzin",10
"149922",10550,"cabrio","automatik",204,125000,"benzin",18
"149925",4000,"compact","manuell",60,90000,"benzin",10
"149931",1690,"compact","manuell",65,150000,"benzin",12
"149933",500,"compact","manuell",58,150000,"benzin",19
"149934",1200,"compact","manuell",90,150000,"benzin",21
"149935",3700,"compact","manuell",80,70000,"benzin",11
"149937",25500,"suv","automatik",184,50000,"diesel",4
"149941",600,"coupe","manuell",75,150000,"benzin",22
"149950",2600,"compact","manuell",64,150000,"diesel",15
"149951",15500,"suv","automatik",158,90000,"benzin",6
"149952",6500,"cabrio","manuell",163,150000,"benzin",13
"149953",30150,"suv","automatik",239,125000,"diesel",8
"149955",23300,"cabrio","automatik",184,40000,"benzin",5
"149961",8400,"suv","manuell",119,150000,"diesel",11
"149963",1899,"compact","manuell",101,150000,"benzin",19
"149971",9500,"compact","manuell",120,60000,"benzin",9
"149972",750,"coupe","manuell",98,150000,"benzin",25
"149975",2300,"coupe","manuell",136,150000,"benzin",17
"149979",7500,"compact","manuell",60,40000,"benzin",5
"149980",999,"cabrio","manuell",75,150000,"benzin",23
"149981",1250,"compact","manuell",75,150000,"benzin",14
"149986",550,"compact","manuell",60,150000,"benzin",18
"149993",3200,"compact","manuell",60,100000,"benzin",9
"149994",4000,"compact","manuell",69,125000,"benzin",8
"150009",3500,"compact","manuell",54,125000,"benzin",9
"150012",2350,"compact","automatik",61,90000,"benzin",13
"150017",12999,"suv","manuell",171,150000,"diesel",10
"150018",1299,"compact","manuell",58,125000,"benzin",15
"150022",3650,"compact","manuell",75,125000,"benzin",9
"150024",950,"compact","manuell",60,150000,"benzin",20
"150025",3390,"compact","manuell",73,150000,"benzin",10
"150026",1950,"compact","manuell",75,150000,"benzin",14
"150030",15800,"suv","automatik",173,150000,"diesel",8
"150035",900,"compact","automatik",117,125000,"benzin",19
"150043",14100,"cabrio","manuell",163,150000,"benzin",9
"150045",6450,"cabrio","automatik",163,150000,"benzin",14
"150048",6999,"cabrio","manuell",193,150000,"benzin",17
"150051",3700,"compact","manuell",170,150000,"benzin",20
"150052",550,"compact","manuell",54,150000,"benzin",18
"150058",7490,"coupe","manuell",179,150000,"benzin",8
"150067",14950,"compact","manuell",122,70000,"benzin",5
"150069",895,"compact","manuell",75,150000,"benzin",16
"150074",1700,"coupe","manuell",129,150000,"benzin",16
"150077",1399,"compact","manuell",105,150000,"benzin",15
"150080",11300,"cabrio","manuell",218,90000,"benzin",17
"150088",12000,"suv","manuell",143,150000,"diesel",7
"150090",700,"compact","manuell",45,150000,"benzin",21
"150095",2200,"cabrio","manuell",122,150000,"diesel",13
"150099",1000,"compact","automatik",40,100000,"benzin",23
"150105",39999,"suv","automatik",239,150000,"diesel",6
"150111",5999,"compact","manuell",80,50000,"benzin",7
"150116",500,"compact","automatik",102,125000,"benzin",18
"150119",21990,"cabrio","automatik",224,80000,"diesel",8
"150122",2900,"suv","manuell",141,150000,"benzin",11
"150126",3500,"coupe","manuell",147,125000,"benzin",14
"150127",3600,"compact","manuell",109,125000,"diesel",11
"150129",3250,"compact","manuell",67,100000,"benzin",8
"150133",1700,"compact","manuell",65,125000,"diesel",14
"150141",3200,"compact","manuell",179,150000,"benzin",24
"150143",600,"compact","manuell",39,150000,"benzin",22
"150148",38900,"coupe","manuell",241,50000,"benzin",25
"150149",5999,"coupe","manuell",150,150000,"diesel",11
"150151",17450,"cabrio","automatik",218,150000,"benzin",9
"150152",2199,"suv","manuell",97,125000,"benzin",21
"150153",4500,"compact","automatik",71,60000,"benzin",4
"150161",2450,"compact","automatik",60,70000,"benzin",16
"150168",17000,"suv","manuell",150,90000,"benzin",7
"150171",2500,"compact","manuell",75,150000,"diesel",14
"150173",11900,"coupe","automatik",200,150000,"benzin",9
"150175",17699,"cabrio","manuell",211,100000,"benzin",5
"150180",599,"compact","manuell",54,150000,"benzin",22
"150181",18799,"cabrio","automatik",306,150000,"benzin",16
"150182",6290,"cabrio","automatik",71,60000,"benzin",6
"150185",2800,"compact","manuell",68,150000,"benzin",9
"150186",1300,"compact","manuell",107,150000,"benzin",16
"150191",5500,"suv","manuell",99,150000,"diesel",18
"150195",500,"compact","manuell",60,150000,"benzin",20
"150197",17900,"compact","manuell",143,30000,"diesel",3
"150201",6700,"compact","manuell",75,30000,"benzin",4
"150202",725,"compact","manuell",54,150000,"benzin",21
"150203",7300,"compact","manuell",125,80000,"benzin",8
"150204",6850,"coupe","automatik",163,125000,"benzin",12
"150206",1490,"compact","manuell",75,80000,"benzin",17
"150209",17500,"compact","manuell",250,90000,"benzin",12
"150213",13000,"suv","manuell",110,100000,"diesel",5
"150220",8950,"cabrio","manuell",224,150000,"benzin",17
"150240",2190,"compact","manuell",90,150000,"diesel",14
"150247",1490,"compact","manuell",58,125000,"benzin",16
"150250",35500,"cabrio","automatik",231,40000,"diesel",6
"150251",1490,"compact","manuell",75,150000,"benzin",16
"150259",7500,"coupe","automatik",170,150000,"diesel",14
"150264",1900,"compact","manuell",60,150000,"benzin",13
"150277",1350,"compact","manuell",60,150000,"diesel",18
"150288",3899,"cabrio","automatik",61,30000,"benzin",15
"150289",4150,"compact","manuell",69,50000,"benzin",5
"150290",990,"compact","manuell",54,150000,"benzin",14
"150293",6500,"compact","manuell",80,80000,"benzin",9
"150295",5686,"cabrio","manuell",136,150000,"benzin",18
"150296",2600,"compact","manuell",80,125000,"benzin",9
"150306",1200,"compact","manuell",60,150000,"benzin",20
"150308",9000,"compact","manuell",105,40000,"benzin",5
"150312",8400,"compact","manuell",95,70000,"benzin",9
"150315",2299,"coupe","manuell",143,150000,"benzin",15
"150316",3100,"coupe","manuell",174,150000,"benzin",26
"150318",999,"compact","manuell",50,150000,"benzin",17
"150328",19600,"suv","automatik",163,60000,"diesel",5
"150329",36900,"suv","automatik",555,125000,"benzin",6
"150337",500,"compact","manuell",60,150000,"benzin",19
"150338",1495,"compact","manuell",54,150000,"benzin",14
"150340",3150,"coupe","manuell",163,150000,"benzin",17
"150342",680,"compact","manuell",45,125000,"benzin",26
"150345",2500,"coupe","manuell",144,150000,"benzin",13
"150347",9350,"cabrio","manuell",224,125000,"benzin",14
"150352",2750,"compact","manuell",73,150000,"benzin",11
"150354",1998,"compact","manuell",75,150000,"diesel",17
